context_id,text
freelaw 695,"15
The district court, entertaining a petition for review, affirmed the referee's order.


16
The referee made findings of fact left undisturbed by the trial court on its review.  These are amply supported by the record and are not clearly erroneous.  They fully support the conclusions reached by the referee and sustained by the district court.  In Re Rafdo Enterprises, Inc., 7 Cir., 297 F.2d 505, 507 (1962).


17
It is clear to us, as it was to the referee and the district court, that respondent Bank of Lincolnwood is a bona fide mortgagee and that it disbursed its loan in reliance upon the record title in good faith and upon the written direction of and for the sole benefit of petitioners.


18
It is apparent that by the guaranty, the disbursement certificate, the direction to Lawndale Bank to execute the trust deed, all signed by petitioners, and by accepting the benefits of the loan and making payments thereon, petitioners ratified the entire transaction under scrutiny and are estopped to deny the validity of the trust deed.  See Hilton v. Meier, 257 Ill. 500, 100 N.E. 962 (1913); Loughran v. Gorman, 256 Ill. 46, 99 N.E. 886 (1912).


19
We find no merit in the contention that petitioners' waiver of homestead was limited to and effective only for their deed in trust to Lawndale Bank.


20
Finding no error, the order of the district court appealed from is affirmed.


21
Affirmed.



1
 Sections 1 and 4 of Ill.Rev.Stat. ch. 52 (1959) provide:
'1. Homestead.) 1.  Every householder having a family, shall be entitled to an estate of homestead, to the extent in value of $2,500, in the farm or lot of land and buildings thereon, owned or rightly possessed, by lease or otherwise, and occupied by him or her as a residence; and such homestead, and all right and title therein, shall be exempt from attachment, judgment, levy or execution, sale for the payment of his debts, or other purposes * * * except as hereinafter provided.'
'4. How estate extinguished.) 4.  No release, waiver or conveyance of the estate so exempted, shall be valid, unless the same is in writing, subscribed by"
freelaw 708,"ORDER
AND NOW, this 30th day of September, 1992, the orders of the State Civil Service Commission in the above-captioned matter, dated October 19, 1990, are affirmed.
NOTES
[1]  The ""Caseworker"" classification series includes the positions of Caseworker Trainee, Caseworker, Casework Supervisor 1, Casework Supervisor 2 and Casework Supervisor 3.
[2]  Act of August 5, 1941, P.L. 752, as amended, added by Section 27 of the Act of August 27, 1963, P.L. 1257, 71 P.S. § 741.951(a) and (b).
[3]  Added by Section 25 of the Act of August 27, 1963, P.L. 1257, 71 P.S. § 741.905a. Section 905.1 provides:

No officer or employe of the Commonwealth shall discriminate against any person in recruitment, examination, appointment, training, promotion, retention or any other personnel action with regard to the classified service because of political or religious opinions or affiliations because of labor union affiliations or because of race, national origin or other non-merit factors. (Emphasis added.)
[4]  That classification series included Income Maintenance Worker Trainee, Income Maintenance Worker 1, Income Maintenance Worker 2, Income Maintenance Supervisor, Income Maintenance Manager 1 and Income Maintenance Manager 2.
[5]  Counsel for DPW stipulated that all Petitioners not yet called would testify in the same manner as those who had been called.
[6]  Section 99.42, as amended March 5, 1982, 12 Pa.B. 868, provided:

When a position is allocated by proper classification authority to a class with a lower maximum rate of compensation due to change in the duties and responsibilities of the position as a result of action  such as but not limited to redistribution of duties, modification of responsibility, or general program reorganization  the regular or probationary incumbent of such position shall be reassigned if possible. Should a reassignment not be possible or should the regular or probationary incumbent of such position decline a reassignment, the incumbent shall continue in the reallocated position at the lower classification. An incumbent subject to such position reallocation shall have all rights of appeal as provided in the Civil Service Act (71 P.S. §§ 741.1-741.1005) except that an appeal to"
freelaw 721,"                          V.

         THE STATE OF TEXAS, Appellee




   On Appeal from the 196th Judicial District Court
                Hunt County, Texas
               Trial Court No. 25790




     Before Morriss, C.J., Carter and Moseley, JJ.
       Memorandum Opinion by Justice Carter
                                  MEMORANDUM OPINION

       Deidra M. McGraw appeals from her conviction for possession of marihuana in the amount

of 2,000 pounds or less but more than fifty pounds, and resulting sentence of eighteen years‘

imprisonment. Her sole point of error contends that the trial court erred in denying her motion to

suppress the evidence. We affirm the trial court‘s judgment.

I.     Standard of Review

       We review a trial court‘s decision on a motion to suppress evidence by applying a

bifurcated standard of review. Graves v. State, 307 S.W.3d 483, 489 (Tex. App.—Texarkana

2010, pet. ref‘d); Rogers v. State, 291 S.W.3d 148, 151 (Tex. App.—Texarkana 2009, pet. ref‘d).

While we defer to the trial court on its determination of historical facts and credibility, we review

de novo its application of the law and determination on questions not turning on credibility.

Carmouche v. State, 10 S.W.3d 323, 332 (Tex. Crim. App. 2000); Guzman v. State, 955 S.W.2d

85, 89 (Tex. Crim. App. 1997); Villarreal v. State, 935 S.W.2d 134, 138 (Tex. Crim. App. 1996);

Graves, 307 S.W.3d at 489.

       We also afford deference to a trial court‘s ―application of law to fact questions,�� also

known as ―mixed questions of law and fact,�� if the resolution of those questions turns on an

evaluation of credibility and demeanor. Guzman, 985 S.W.2d at 89. Since all the evidence is

viewed in the light most favorable to the trial court‘s ruling, we are obligated to uphold the denial

of McGraw‘s motion to suppress if it was supported by the record and"
freelaw 734,"                                                3
his assertions to the contrary, Searcy’s motion fails to properly assert any claims establishing that
his sentence was ‘improper on its face,’ as Rule 35(a) clearly requires.” The issues raised by
Searcy are actually about his underlying conviction and the lawfulness of his conviction has been
raised and affirmed on prior appeals. Therefore, any current arguments related to his underlying
conviction, whether previously raised or not, are properly barred pursuant to res judicata. For
example, Searcy asserts his first degree murder conviction was obtained through an
unconstitutional presumption contained in the jury instructions.         He also alleges the jury
determined the murder occurred in the course of the robbery, and therefore his consecutive
sentences for murder and robbery are illegal. These are challenges to his conviction, not an
attempt to correct a sentence that is illegal on its face. As noted above, Rule 35 inquiries may
not include significant factual determinations. Wolfe, 158 Idaho at 65, 343 P.3d at 507. Because
the resolution of these issues would require factual inquiries, they are not properly brought
pursuant to a Rule 35 motion. Likewise, Searcy’s argument that his determinate life sentence is
illegal because the district court failed to find certain aggravating factors before imposing the
sentence would also require factual inquiries and, thus, is not properly brought on a Rule 35
motion. Finally, Searcy asserted the sentence enhancement for use of a firearm was improperly
corrected in his absence.      Because this argument addresses the procedural aspects of his
sentencing and not the imposition of an illegal sentence, it is also not properly brought pursuant
to a Rule 35 motion and was required to be made on direct appeal. Therefore, a Rule 35 motion
is not the correct mechanism to bring such claims and the district court and this Court lack
jurisdiction to consider the issues.
       Searcy also asserts the district court erred when denying his motion for court-appointed
counsel. If a post-conviction petitioner is unable to pay for the expenses of representation, the
trial court may appoint counsel to represent the petitioner in preparing the petition in the trial
court and on appeal. I.C. § 19-4904. The decision to grant or deny a request for court-appointed
counsel lies within the discretion of the district court. Grant v. State, 156 Idaho 598, 603, 329
P.3d 380, 385 (Ct. App. 2014"
freelaw 747,"Supreme Court of United States.
Argued April 9, 1885.
Decided April 20, 1885.
IN ERROR TO THE CIRCUIT COURT OF THE UNITED STATES FOR THE EASTERN DISTRICT OF PENNSYLVANIA.
Mr. Jerome Carty [Mr. B. Frank Clapp and Mr. Mayer Sulzberger were with him] for plaintiff in error.
*475 Mr. Richard C. Dale [Mr. Samuel Dickson was with him] for defendant in error.
MR. JUSTICE HARLAN delivered the opinion of the court.
The plaintiff in error, who was plaintiff below, took passage at Camden, New Jersey, for Philadelphia, on a ferry-boat belonging to the defendant, a New Jersey corporation engaged in the business of transporting passengers, animals, and vehicles across the Delaware between those cities. On that trip the boat was unusually crowded with passengers. The river at the time was very full of ice, and it was difficult for the boat to get across and enter the ferry slip on the Philadelphia side. The wharf on that side was reached only after repeated efforts. In the attempt to land the boat was driven against the bridge with such force as to throw the plaintiff and a number of other persons (all of whom were standing during the passage across the river) with great violence upon the floor. The fall caused serious and, perhaps, permanent injury to the plaintiff. In this action she claims damages from the defendant upon the ground that her injuries resulted from the careless and negligent management of the ferry-boat by its agents and servants. The plaintiff made a case entitling her to go to the jury upon the issue as to the defendant's negligence. But there was, also, proof tending to show that the striking of the boat against the wharf on the Philadelphia side occurred under peculiar circumstances, and could not, perhaps, have been avoided by any diligence upon the part of the agents of the defendant.
When the evidence was concluded, and after the parties submitted their requests for instructions, the court delivered its charge upon the whole case, reading to the jury the instructions asked by either party that were approved, and accompanying them with such observations, by way of explanation or qualification, as it deemed necessary.
The third and fourth points submitted in behalf of plaintiff were overruled. They were as follows:
""Third. If the jury believe from the evidence that the defendants received the plaintiff as a passenger, and that they failed to provide her with a seat, or that she was unable to *"
freelaw 760,"4
The dispositive issue of claim construction is whether the term ""integral therewith"" requires that the product be made by co-extrusion,2 the method of manufacture described in the specification. The accused shielding gasket is conceded by Parker Hannifin to contain inner and outer elastomeric layers of the same properties as described and claimed in the '854 patent, but the method of manufacture differs in that for the Parker Hannifin gasket the outer layer is applied to the inner layer by dip-coating.


5
The district court ruled, on review of the '854 specification, the prosecution history, and a dictionary definition of ""integral,"" that the claimed gasket shield is not limited to manufacture by co-extrusion. The court instructed the jury as follows:


6
""Integral"" is used here in its ordinary sense to mean formed as a unit with another part, and therefore, ""integral therewith"" means that the outer layer of the gasket is formed as a unit and in direct contact with the inner layer of the gasket.


7
Parker Hannifin argues that ""integral therewith"" requires the use of co-extrusion to manufacture the gasket, the only process shown in the specification, and that a claim not so limited would read on the prior art and would violate the written description requirement of 35 U.S.C. §112 &1. Parker Hannifin states that the district court improperly resorted to a dictionary definition of ""integral"" to broaden the meaning of this term from the context in which it was used. Parker Hannifin also states that the dictionary was improper extrinsic evidence.


8
A dictionary is not prohibited extrinsic evidence, and is an available resource of claim construction. Although a dictionary definition may not enlarge the scope of a term when the specification and the prosecution history show that the inventor, or recognized usage in the field of the invention, have given the term a limited or specialized meaning, a dictionary is often useful to aid the court in determining the correct meaning to be ascribed to a term as it was used. See Hockerson-Halberstadt, Inc. v. Avia Group Int'l, Inc., 222 F.3d 951, 955, 55 USPQ2d 1487, 1490 (Fed. Cir. 2000); Multiform Dessicants Inc. v. Medzam, Ltd., 133 F.3d 1473, 1478, 45"
freelaw 773,"I. Background

Assessment Statistics Request
""Assessments"" allow agents to use authorized investigative techniques to gather information and intelligence on individuals, groups, and organizations that may be involved in activities that are criminal or threaten national security. (Declaration of David M. Hardy dated March 25, 2011 (""Hardy Decl."") ¶ 3 n. 2.) The information gathered in these assessments help the FBI determine whether further investigation is necessary. Id. ""Assessments may be used when the FBI obtains `an allegation or information' or an `articulable factual basis' concerning crimes or threats to national security, and the matter can be investigated or resolved through the relatively non-intrusive methods authorized in assessments."" (Id.)
Following Mr. Savage's November 4, 2009 Assessment Request, the FBI sent a letter to the NYT on December 11, 2009 acknowledging receipt of the Assessment Request and stating it was currently reviewing its files. (Hardy Decl. ¶ 23.) On *429 December 23, 2009, the FBI denied the Assessment Request citing exemptions contained in 5 U.S.C. § 552(b)(5) (""Exemption 5"") because the information was still in draft form. (McGraw Decl., Ex. H.) Exemption 5 exempts the disclosure of all ""inter-agency or intra-agency memorandums or letters which would not be available by law to a party other than an agency in litigation with the agency."" 5 U.S.C. § 552(b)(5). On December 30, 2009, the NYT filed an administrative appeal from the denial with the U.S. Department of Justice Office of Information on Policy (""OIP""). (Id., Ex. I.) On July 8, 2010, OIP upheld the FBI's denial of the FOIA request. (Id., Ex. J.) By letter to Mr. Savage and the NYT dated December 1, 2010, the FBI advised that Exemption 5, pertaining to draft pages, was no longer applicable and released the requested copy of the letter to the Senate Judiciary Committee but redacted the assessment statistics. (Id., Ex. K.) The FBI asserted that the redactions were exempt from disclosure pursuant to 5 U.S.C. § 552(b)(2) (""Exemption 2"") applying to internal personnel rules and practices of an agency,[2] and § 552(b)(7)(E) (""Exemption 7(E)"") pertaining to law enforcement.[3] (Id.) The NY"
freelaw 786,"      1
       The Honorable Lawrence L. Piersol, United States District Judge for the
District of South Dakota, sitting by designation.
       Plaintiffs, J.Y. and D.Y, parents of M.Y. (“Parents”), appeal the district court’s2
decision granting summary judgment in favor of Defendant, Special School District
No. 1, Minneapolis Public Schools (“District”), on Parents’ claims alleging violations
of section 504 of the Rehabilitation Act of 1973 (“section 504""), 29 U.S.C. § 794
(2000), and 42 U.S.C. § 1983 (2000) (“§ 1983""). We affirm.

                     BACKGROUND AND RELATED FACTS

       Parents of M.Y., a 15-year-old disabled girl, sued District for damages arising
from a sexual assault allegedly perpetrated against M.Y. by her bus driver, Isse, while
being transported home from summer school at W. Harry Davis Academy. In their
Complaint, Parents assert eleven different claims arising under the common law, the
United States Constitution, and various other federal and state statutes. The district
court granted summary judgment in favor of District on all of Parents’ claims.

        M.Y. is a student with a disability under the Individuals with Disabilities Act
Education Act (“IDEA”), 20 U.S.C. §§ 1400 et. seq. (2000), section 504, and related
state law. As a result of her disabilities, M.Y. qualified for and had been attending the
special education program offered by District since September 1998. Each school
year, in accordance with the requirements of the IDEA, Parents met with teachers and
other administrators to develop an individualized education program (“IEP”) for M.Y.
which included a written statement of M.Y.’s present educational level, annual goals
and short-term instructional objectives, and specific educational services to be
provided to M.Y. M.Y.’s 2003/2004 IEP stated that one of the educational services
to be provided to her was curb-to-curb transportation on a special education bus with
an accompanying educational assistant. Despite being ineligible to receive extended




      2
      The Honorable David S. Doty, United States District Judge for the District
of Minnesota.

                                           -2-
school year (“ESY”) services,3 District provided M.Y. with special education"
freelaw 799,"v.
Edward J. POWERS, Defendant in Error.
No. 18595.
Supreme Court of Colorado, En Banc.
July 13, 1959.
Rehearing Denied August 3, 1959.
*665 Chester A. Bennett, Fort Collins, for plaintiff in error.
Ralph H. Coyte, Alden T. Hill, Fort Collins, for defendant in error.
KNAUSS, Chief Justice.
We will herein refer to the parties, plaintiffs or defendant, as they were aligned in the trial court, or by name.
Plaintiffs' complaint alleged that they purchased from Floyd E. Harris on August 30, 1937 a portion of the southeast quarter of the southeast quarter of Section 35, Twp. 8 N., R. 69 West of the 6th p. m. in Larimer County, Colorado; that at the time of purchase ""there was an established and used access right-of-way of State Highway 287 along and just south of the north line of said described land."" That on February 17, 1938 plaintiffs sold to Arthur Collamer and Frank E. Collamer a portion of said above described land by warranty deed which deed recited ""subject, however, to the rights-of-way for roads and ditches as now constructed; it being the intention hereof to exclude the county road from this conveyance."" It is then alleged that defendant had refused to allow plaintiffs access to the lands owned by them. Powers acquired title to his land from one Stern, who acquired title through Collamer. Plaintiffs' deed contained the identical ""subject"" clause above quoted.
Plaintiffs prayed that the court adjudge that they owned a right-of-way over and through said tract of land and that defendant be enjoined from denying plaintiffs access to their property across defendant's land.
By answer defendant denied that any such access road ever existed. By way of cross-complaint defendant prayed for a decree quieting title in defendant as against ""any claimed right-of-way through defendant's property."" The allegations of the cross-complaint were put in issue by plaintiffs and the case proceeded to trial resulting in findings and judgment in favor of defendant and that ""plaintiffs have no right-of-way over and across"" the property first above described. From this judgment plaintiffs bring the case here on writ of error.
To tersely state the issue here involved plaintiffs claim that an easement was reserved in their favor through the property now owned by defendant. It cannot be"
freelaw 812,"                         United States Court of Appeals
                           FOR THE EIGHTH CIRCUIT

                                   ___________

                                   No. 97-2704
                                   ___________

Glenn R. Waite, M.D.,                 *
                                      *
            Appellant,                *
                                      * Appeal from the United States
      v.                              * District Court for the
                                      * District of Nebraska.
Judge Richard D. Sievers; Judge D.    *
Nick Caporale; Lanet S. Asmussen,     *       [UNPUBLISHED]
                                      *
            Appellees.                *
                                 ___________

                          Submitted: December 5, 1997

                               Filed: December 23, 1997
                                   ___________

Before McMILLIAN, BEAM, and MORRIS SHEPPARD ARNOLD, Circuit Judges.
                             ___________

PER CURIAM.


      Glenn R. Waite, brought an action seeking damages under 42 U.S.C. §§ 1983
and 1985(3) against two Nebraska judges and a Nebraska court clerk. Waite claimed
the defendants individually, and in conspiracy, denied him access to the courts and
equal protection by refusing to file his pleading seeking to reopen an appeal in which
the mandate had issued nearly three years earlier, and by concealing the judicial
determination that such post-mandate pleadings would not be filed. Waite also sought
declaratory relief. The district court1 granted summary judgment to defendants based
on absolute judicial and quasi-judicial immunity, and denied declaratory relief. Waite
appeals.

       We conclude summary judgment was proper. The evidence showed the
defendant judges acted within their judicial capacity and jurisdiction regarding the post-
mandate document and notification to Waite of the procedure being followed. See
Mireles v. Waco, 502 U.S. 9, 11-12 (1991) (per curiam) (discussing parameters of
judicial immunity). The evidence also established the defendant clerk acted at the
judges& direction. See Rogers v. Bruntrager, 841 F.2d 853, 856 (8th Cir. 1988) (clerks
absolutely immune from actions for damages arising from acts that “they are
specifically required to do under court order or at judge&s direction”). Furthermore, any
conspiracy claim against defendants cannot overcome the bar of absolute immunity"
freelaw 825,"                           November 6, 2000

Before HIGGINBOTHAM, WIENER, and BARKSDALE, Circuit Judges.

PER CURIAM:*

     Michael Hacker appeals his sentencing after having pled guilty

to conspiracy to possess with intent to distribute marijuana. He

argues   that   the   district   court    clearly   erred   (1)   in   its

determination of drug quantity for purposes of relevant conduct;

(2) in denying a downward adjustment in his offense level for

acceptance of responsibility; and (3) by assigning one criminal


     *
      Pursuant to 5TH CIR. R. 47.5, the court has determined that
this opinion should not be published and is not precedent except
under the limited circumstances set forth in 5TH CIR. R. 47.5.4.
history point to his conviction for driving without insurance. Upon

review of the records, briefings, and applicable case law, we

conclude that the district court committed no reversible error.

     Hacker failed to produce evidence sufficient to rebut both the

PSR's estimate of drug quantity and the testimony of the case

agent, upon which the PSR estimate was based. Hacker's conclusory

assertion that he made only 15 deliveries of marijuana, averaging

only 40 pounds per delivery, is insufficient to establish clear

error.1

     In addition, Hacker tested positive for marijuana use on two

separate    occasions   while   on   pretrial    release.    Even   if   these

positive tests were based on Hacker's addiction to marijuana, they

support the district court's decision to deny him the acceptance-

of-responsibility adjustment.2

     Finally, because the misdemeanor conviction resulted in a 60-

day sentence     of   imprisonment   and   one   year   of   probation,    the

district court did not err in applying it to a determination of

Hacker's criminal history score. Indeed, Hacker's conviction for

driving without insurance is ""similar"" to ""[d]riving without a




     1
         See United States v. Mir, 919 F.2d 940, 943 (5th Cir. 1990).
     2
       See United States v. Flucas, 99 F.3d 177, 180 ("
freelaw 838,"Rance V. Buehler and Philip W. Domagalski, of Chicago, for appellant.
Paul D. Frenz and Elias N. Matsakis, of McBride, Baker, Wienke & Schlosser, of Chicago, for appellees.
Reversed and remanded.
MR. JUSTICE UNDERWOOD delivered the opinion of the court:
Plaintiff, an auto insurer, filed this subrogation action in the circuit court of Cook County, seeking to recover from defendants certain payments plaintiff made to its insured under the property damage and medical payments provisions of the insured's auto policy. Defendants moved to dismiss, raising as a bar a general release running from the insured to defendants. The circuit court dismissed the complaint and the appellate court affirmed (49 Ill. App.3d 569), citing an ""unbroken line of Illinois appellate *211 court cases which support the circuit court's ruling that plaintiff's claim is barred by the insured's release to the defendants"" (49 Ill. App.3d 569, 571). We granted leave to appeal and now reverse.
Plaintiff-insurer alleged that on August 2, 1974, defendant Gary L. Gardner, an employee of defendant Ingram Barge, Inc., negligently drove an automobile owned by defendant Hertz Corporation so as to injure plaintiff's insured and damage his auto. Plaintiff also alleged that it paid its insured's property damage and medical payments policy claims in the amount of $2,082.36 and that it thereby became subrogated to the interests of the insured to the extent of those payments. Ingram submitted in support of its motion to dismiss a full and final release of all personal injury and property damage claims arising from the accident, which release was executed by the insured in consideration of the payment to him of $6,000. It is not disputed that this release had been executed by the insured in connection with the settlement of his separate suit against the defendants here for personal injury damages and the $100 property damage paid by him under his deductible clause, and that no recovery had been sought in that suit for the property damage paid by the insurer. It is also undisputed that defendants had notice of plaintiff's subrogation rights prior to the settlement of the insured's suit and the signing of the release.
The precise question before us is whether an unlimited general release by an insured of all claims against a tortfeasor bars a subrogation action by an insurer-subrogee against that tortfeasor, where"
freelaw 851,"Appellees' first counterpoint asserts:
Appellant has waived its right to complain of the trial court's action in granting appellees' motion for instructed verdict because appellant failed to attack in this appeal each and every independent ground contained in such motion.
In support of this counterpoint appellees argue that the points of error raised by appellant are germane only to two of the grounds included in the motion for instructed verdict and do not challenge the sufficiency of the other thirteen grounds. Consequently, appellees argue that appellant has failed to discharge its burden to establish that the instructed verdict cannot be supported on the other grounds stated. After this question was raised by appellees, appellant made no request for leave to amend its brief to include points and argument attacking the other grounds stated in the motion.
We agree with appellees that appellant's first four points all relate to the matter of the alleged agreement by appellees to assume the rental payments, and even if well taken, they do not establish that the instructed verdict cannot be sustained on other, independent grounds. Appellant's burden to show that the instructed verdict cannot be sustained on any of the grounds stated in the motion is established by the following cases: McKelvy v. Barber, 381 S.W.2d 59, 62 (Tex.1964); Dunham and Ross Co. v. Stevens, 538 S.W.2d 212, 214 (Tex.Civ.App.Waco 1976, no writ); Woodrum v. Long, 527 S.W.2d 281, 283 (Tex.Civ. App.Austin 1975, no writ); Carrico v. Stop-N-Go Markets of Texas, Inc., 492 S.W.2d 383, 384 (Tex.Civ.App.San Antonio 1973, no writ).
Some of the grounds stated in the motion for instructed verdict are obviously insufficient, such as general averments that ""there is no evidence that warrants the submission of the case to the jury"" and that ""the evidence is wholly insufficient to warrant the submission of this case to the jury."" Others are more substantial, at least on the face of the motion, and several relate to the defense that plaintiff cannot recover the rentals specified in the lease because the lease has been assigned to the Hillcrest National Bank. Appellant does not attack any of these grounds either by its points of error or in the argument under its points. This court should not undertake to search the record and investigate the authorities bearing on these independent grounds without the assistance of counsel for either party. Therefore, with respect to"
freelaw 864,"12
Benson and Beckman did not discover anything;  they rediscovered something that Secretary Knox considered in 1913.  Thirty-eight states ratified the sixteenth amendment, and thirty-seven sent formal instruments of the ratification to the Secretary of State....  Only four instruments repeat the language of the sixteenth amendment exactly as Congress approved it.  The others contain errors of diction, capitalization, punctuation, and spelling.... [the defendant] insists that because the states did not approve exactly the same text, the amendment did not go into effect.  Secretary Knox considered this argument.  The Solicitor of the Department of State drew up a list of the errors in the instruments and--taking into account both the triviality of the deviations and the treatment of earlier amendments that had experienced more substantial problems--advised the Secretary that he was authorized to declare the amendment adopted.  The Secretary did so.... [his] decision is now beyond review.


13
Id. at 1253 (emphasis in original).  See also United States v. Stahl, 792 F.2d 1438, 1439 (9th Cir.1986), cert. denied 479 U.S. 1036, 107 S.Ct. 888, 93 L.Ed.2d 840 (1987) (propriety of the ratification process is a political question).


14
We find it hard to understand why the long and unbroken line of cases upholding the constitutionality of the sixteenth amendment generally, Brushaber v. Union Pacific Railroad Company, 240 U.S. 1, 36 S.Ct. 236, 60 L.Ed.2d 493 (1916), and those specifically rejecting the argument advanced in The Law That Never Was, have not persuaded Miller and his compatriots to seek a more effective forum for airing their attack on the federal income tax structure.  See Foster, 789 F.2d at 463 n. 6 (the propriety of the ratification of a constitutional amendment may be a non-justiciable political question).  Determined and persistent tax protesters like Miller seek to utilize the federal judicial forum without consideration of the significant limitations on the authority of both the district courts and the courts of appeal.  One such limitation stems from the bedrock principle of stare decisis:  lower courts are bound by the precedential authority of cases rendered by higher courts.  U.S. Ex Rel. Shore v. O'Leary"
freelaw 877,"B. F-16 Contract
In the July 2002 Order, the Court acknowledged that Plaintiffs had pled facts raising a specter that the statements regarding the F-16s were misleading. See July 2002 Order at 13. However, since the statements regarding the F-16 contract are forward-looking, Plaintiffs must demonstrate that Defendants actually knew that the forward-looking statements were false or misleading when they were made and must plead facts sufficient to establish such knowledge in order to survive a motion to dismiss. See In re Splash Tech. Holdings Secs. Litig., 160 F.Supp.2d at 1069. Although Plaintiffs had repeatedly failed to plead facts sufficient to demonstrate *951 Defendants' knowledge, the Court granted leave to ""amend the complaint to show that the Defendants actually knew that the allegedly misleading statements were false when made."" July 2002 Order at 15. The CTAC incorporates few changes to the F-16 allegations, and the changes that have been made are clearly insufficient to meet the PSLRA's requirements.
Preliminarily, the allegations are legally insufficient because Plaintiffs' allegations about why Defendants had actual knowledge of the alleged facts are based solely upon conjecture. Plaintiffs attribute the knowledge not to any inside sources, documentation, or available public information; rather, Lockheed is claimed to have knowledge of the alleged facts because of its position as ""the primary contractor for the manufacture of the F-16 fighter aircraft,"" (CTAC ¶ 73), and because ""Boeing's F-15 was a major competitor to Lockheed's F-16,"" (CTAC ¶ 74). If these types of logical inferences and generalizations were sufficient to meet the PSLRA's requirements, plaintiffs could effectively manufacture support in any case to overcome the PSLRA's requirements.
In any event, Plaintiffs' allegations suffer from another shortcoming. Although Plaintiffs continue to allege that numerous sources of information existed that demonstrate the false or misleading nature of the F-16 statements, they muster facts sufficient only to allege that a portion of this information was known to Lockheed. Even if the Court were inclined to agree that this entire latter set of information was actually known to Lockheed, the Court would still find that information insufficient to demonstrate that Lockheed knew that its statements were false or misleading when made.
The items of information that Plaintiffs actually claim were known by Lockheed show only that the Block 60 technology was cutting-edge, not that Defendants knew that the United States would not allow sale of such technology to the UAE. That the United States"
freelaw 890,"The test for determining admissibility of a photograph is whether it is a true and accurate representation of the subject which it purports to represent, as it existed at the time pertinent to inquiry. Elmore v. State, 414 So.2d 175 (Ala.Cr.App.1982); Osborn v. Brown, 361 So.2d 82 (Ala.1978).
The court in Osborn, supra, held that ""... the determination as to the sufficiency of the preliminary proofs offered to identify the photograph or show that it is an accurate representation of the objects which it purports to portray is a matter within the sound discretion of the trial court and will not be reviewable except for gross abuse,"" at 86. Hurst v. State, 397 So.2d 203 (Ala.Cr.App.) cert. denied, 397 So.2d 208 (Ala.1981); Carpenter v. State, 400 So.2d 427 (Ala.1981); Moon v. Nolen, 294 Ala. 454, 318 So.2d 690 (1975).
*185 Generally, photographs are admissible if they are verified by a person familiar with the subject matter of the photograph and if they are relevant to some disputed or material issue, illustrate or elucidate some other relevant fact or evidence, or corroborate or contradict some other evidence offered. Photographs may also be admitted if they have some tendency to shed light on, strengthen, or illustrate other testimony in the case. Donner v. State, 409 So.2d 461 (Ala.Cr.App.1981).
Testimony of the State's witness established that the photographs correctly depicted the scene at the time they were taken. Both the murder weapon and the victim's body were certainly relevant in this trial. We find no abuse of discretion.
The fourth issue raised by appellant is whether the trial court erred in sentencing her to twenty years in the penitentiary under § 13A-5-6(a)(4) Code of Alabama 1975.
Appellant was convicted of murder, which is a class A felony under § 13A-6-2(c), Code of Alabama 1975. In regard to sentencing in Class A felony convictions, § 13A-5-6 reads in pertinent part:
""(4) For a Class A felony in which a firearm or deadly weapon was used or attempted to be used in the commission of the felony, not less than 20 years.""
Appellant argues that this section is not mandatory and should not be applied in her case since there"
freelaw 903,"2006 WL 1518938, at *1 (D.D.C. May 26, 2006) (“Where, as here,

the failure to state a claim is patent, ‘it is practical and

fully consistent with plaintiffs’ rights and the efficient use of

judicial resources’ for the Court to dismiss the action sua

sponte.”) (quoting Baker, 916 F.2d at 726).    Although the

complaint and attached exhibits are incoherent in substantial

part, the complaint arguably could be read to assert that Exelrod

breached an agreement with Jennings to pay Jennings for Exelrod’s


     3
       The civil cover sheet that Jennings completed when he
filed his complaint reflects that Jennings brings his case under
42 U.S.C. § 1983, the federal statute permitting suits to redress
violations of constitutional rights committed by individuals
acting under color of state law. The complaint does not recite
any grounds showing that Jennings is entitled to relief from
Exelrod under § 1983.
                                 -4-

“us[ing] [Jennings’] bill” (Compl., Ex. B).     The complaint,

however, fails to allege facts that would “allow[] the court to

draw the reasonable inference that the defendant is liable,”

Ashcroft v. Iqbal, 556 U.S. 662, 678 (2009), for a breach of

contract.   Jennings does not plead any factual content describing

the existence of a valid contract between the parties, an

obligation or duty arising out of the contract, a breach of that

duty, and damages caused by breach.     See Tsintolas Realty Co. v.

Mendez, 984 A.2d 181, 187 (D.C. 2009) (setting forth elements of

breach of contract claim).   In particular, to the extent that

Jennings asserts, without supporting factual allegations, the

existence of a contract for use of his bill entitling him to

“100.5 million 500,000 for a house like it state[s] in [the]

agreement” (Compl. at 2), the complaint is not plausible on its

face and could not survive a motion to dismiss.     Iqbal, 556 U.S.

at 678"
